product_id,current_price,competitor_price,demand_last_week,stock_level,marketing_spend,season,day_of_week,customer_rating,units_sold,optimal_price
2479,5666027.8,5935481.93,294,161,8097.01,monsoon,tuesday,4.22,305,5495515.02
1265,915528.6,846406.72,353,876,6181.7,festival,wednesday,3.31,402,1183088.25
5575,1929100.15,2025652.05,106,416,3775.07,winter,saturday,4.48,55,1849126.75
6634,2263542.3,2110149.75,379,294,4188.8,winter,wednesday,3.11,536,2483325.19
4057,2645434.75,2542782.35,220,199,4165.89,winter,friday,4.77,239,2646012.17
5960,5693147.61,5503374.26,264,613,7191.15,winter,wednesday,3.95,353,5181210.71
6974,5084300.88,5582981.49,89,945,6703.62,summer,saturday,3.92,371,4500214.23
6718,2103315.98,2141100.78,188,698,3833.6,winter,thursday,4.98,652,2028858.02
6921,759468.5,801627.23,41,111,2411.91,summer,saturday,3.01,399,782774.49
6310,1788893.15,1808706.21,286,707,6518.64,festival,saturday,3.1,246,1903182.7
9909,9845218.81,10796577.99,423,231,11734.77,monsoon,friday,4.62,434,9487465.29
5704,4733300.27,4427890.08,272,361,7006.53,winter,tuesday,4.19,464,4420280.12
6185,8685393.95,8867568.58,303,171,14097.65,festival,tuesday,4.14,617,8134702.0
1659,8501136.94,9006754.08,149,835,10585.79,monsoon,saturday,4.64,222,7602238.39
4226,5159158.81,5291807.12,196,830,6952.45,monsoon,thursday,4.84,359,4671166.23
5454,7093275.19,7656390.71,357,499,11604.96,festival,monday,3.97,263,6837492.97
8384,2000172.42,2040459.09,23,704,3805.74,winter,monday,3.13,34,1655218.66
3182,6912011.35,7363280.74,336,753,12027.08,festival,wednesday,3.17,66,6532496.66
2939,2789331.18,2608469.34,26,121,4445.38,winter,sunday,4.69,214,2479853.65
6829,8335735.38,7939060.9,160,450,10797.1,monsoon,monday,2.87,114,7290729.23
9261,919706.16,909418.07,86,793,2666.41,winter,monday,3.55,334,780759.96
6947,7751804.25,8296938.58,29,613,12550.35,festival,saturday,2.9,336,6858429.16
2887,1080374.74,1064506.06,260,340,2663.08,monsoon,tuesday,4.21,210,1325704.12
1894,8822585.34,9047488.81,142,642,11116.42,summer,wednesday,4.16,628,7837014.88
5881,3104666.77,3039972.72,143,306,4578.6,summer,monday,4.75,307,2905937.54
9465,6575038.25,6977062.9,406,282,8204.0,winter,saturday,3.48,525,6426449.91
7502,4921147.58,4626161.78,499,90,6628.95,monsoon,saturday,3.07,345,4976813.95
2625,3720064.17,3789829.87,140,898,5854.13,summer,wednesday,3.41,93,3279596.2
1453,6486328.57,6587372.84,190,973,8790.99,monsoon,friday,4.24,206,5753457.42
6901,9479952.74,9296500.16,424,797,14045.83,festival,sunday,2.74,515,8665311.5
2061,498983.2,519454.29,140,71,2498.12,monsoon,sunday,2.71,54,710648.85
5761,9195831.8,8328621.84,401,185,11587.12,summer,tuesday,4.87,386,8373500.84
1838,6125999.2,6544404.93,80,840,10932.24,festival,saturday,2.72,582,5419004.64
3783,8090484.72,7844477.72,59,89,9916.07,monsoon,tuesday,4.91,126,7111850.96
4049,3894200.79,4122418.53,119,592,8818.61,festival,sunday,4.31,604,3597915.14
3126,4765963.88,4580148.0,80,464,6578.76,winter,friday,3.71,559,4149005.93
9396,8700310.95,8157248.79,84,260,13736.81,festival,monday,2.66,552,7539597.81
2358,4201143.38,4108289.27,481,362,9189.9,festival,friday,3.57,676,4365264.14
4331,5388476.31,5708947.27,452,340,7486.89,winter,sunday,4.74,481,5459449.5
4362,290131.69,301941.1,30,226,2000.0,monsoon,thursday,4.09,375,339154.76
6705,1661706.24,1628814.83,413,184,3563.99,summer,wednesday,3.33,139,2086942.73
1773,6449113.29,7013886.29,102,104,11371.71,festival,friday,3.72,113,6017953.85
2454,7195241.09,7063965.62,243,502,8673.53,monsoon,saturday,4.02,77,6500975.24
3036,5863575.28,5688550.76,339,215,10486.48,festival,saturday,3.1,102,5594828.83
2016,1510202.46,1402893.19,442,230,3496.87,winter,sunday,4.38,90,1985532.36
4835,4503967.8,4116877.57,473,593,6176.84,summer,thursday,4.15,419,4419498.16
8322,3608989.13,3500649.01,467,15,5474.87,monsoon,wednesday,4.13,344,3895861.77
7770,5002003.92,4593842.59,303,659,6691.43,summer,saturday,4.41,451,4574626.38
1020,8714960.73,8649833.76,298,626,11084.68,monsoon,monday,4.34,67,7900448.73
5521,7778786.86,8338874.36,131,590,9695.71,winter,sunday,3.81,293,7021130.73
7929,922335.96,917930.27,462,31,2413.74,winter,sunday,4.65,656,1595569.96
6257,8912964.15,8878347.94,68,739,11316.53,winter,thursday,3.73,137,7690282.61
5102,4765212.47,4530230.9,277,734,6713.04,winter,friday,3.33,655,4342531.73
5025,7461673.86,6963675.14,401,311,9551.96,winter,wednesday,3.21,160,6908702.57
9500,1477788.78,1395720.92,463,504,3331.38,monsoon,saturday,2.81,99,1880970.8
3439,6736830.5,6828435.87,352,90,8780.42,winter,friday,4.35,76,6473493.84
1303,2431990.83,2476638.83,185,902,7439.76,festival,saturday,2.58,266,2250683.01
1499,4434354.69,4186197.38,115,520,6515.68,monsoon,monday,4.52,407,3899389.49
2848,257111.04,251913.3,204,737,2000.0,summer,wednesday,4.63,380,424485.06
7024,1592461.42,1614336.33,47,944,6430.11,festival,thursday,4.07,536,1325306.33
9737,1002517.69,1054741.25,486,211,2637.98,summer,friday,3.13,456,1635676.8
8995,2465864.75,2376979.87,43,591,4826.01,monsoon,wednesday,3.0,105,2088909.72
6854,1081179.27,1031738.44,141,707,3453.21,winter,wednesday,2.68,525,1008968.28
7948,6946828.36,7267031.3,400,175,9029.02,monsoon,tuesday,4.75,250,6778800.29
9900,377785.43,378829.04,350,361,2000.0,summer,thursday,3.75,104,843130.7
9600,6211808.36,6655016.65,373,665,8072.97,summer,sunday,3.45,295,5963094.14
7338,1484414.6,1398616.33,339,232,3039.22,monsoon,thursday,4.98,188,1820101.23
1363,9456550.04,9968987.01,489,960,11700.87,summer,thursday,2.7,504,8866811.68
8530,9336962.26,8705846.18,482,179,11267.91,winter,sunday,4.46,591,8674601.75
3946,2324735.75,2364149.9,342,689,7441.11,festival,tuesday,4.66,16,2498966.28
2863,6178915.07,5911533.28,478,627,8494.53,monsoon,saturday,4.49,275,5917981.22
6053,367532.72,338210.29,92,413,2317.4,winter,tuesday,4.67,697,445867.08
5783,9324024.46,9541767.67,324,534,14343.73,festival,sunday,3.27,279,8597099.7
4083,5272804.22,5279974.14,391,897,10293.58,festival,saturday,4.88,285,5053438.26
1983,518341.43,516888.02,261,30,2873.02,summer,sunday,4.7,104,959749.49
9736,3484174.93,3548645.7,17,316,5856.72,monsoon,wednesday,4.13,302,3082040.72
1004,851578.17,829852.23,454,460,2783.22,monsoon,saturday,4.77,521,1397471.96
6153,3984079.39,4119671.61,122,236,9337.4,festival,thursday,4.57,305,3770806.15
7935,6728970.05,6232161.75,113,357,8464.0,winter,sunday,4.55,338,5850942.05
9947,4746608.99,4950686.11,315,625,9833.81,festival,monday,2.72,135,4582747.93
7954,3892686.75,3954824.71,388,690,5484.84,summer,friday,3.81,664,3860897.73
8869,1270846.32,1267408.08,93,356,2931.02,monsoon,sunday,3.36,534,1223053.2
1871,2517345.94,2329879.39,273,189,4402.94,winter,saturday,2.96,5,2561548.18
1072,1082419.98,1034417.79,153,227,5877.7,festival,thursday,4.05,385,1236221.83
2206,8092312.43,7761007.62,313,12,9845.66,monsoon,sunday,4.14,603,7475459.02
4560,1430226.7,1354085.05,199,275,3709.81,monsoon,thursday,3.33,609,1531097.35
4052,5990150.06,6534271.0,65,776,7849.06,winter,thursday,3.97,537,5316699.73
4495,3486557.5,3776389.14,421,613,8277.48,festival,tuesday,4.53,516,3712885.57
9560,2329445.79,2350938.75,211,145,7723.33,festival,tuesday,4.28,603,2460926.76
8856,6427132.24,6048795.99,118,942,8219.45,winter,tuesday,3.24,449,5432053.28
5043,4618892.89,4998693.7,30,632,9500.06,festival,tuesday,5.0,434,4137900.1
5614,4055441.58,4257732.3,127,551,5525.41,winter,saturday,4.68,46,3709493.71
9323,5965163.37,5414903.1,110,831,8315.23,monsoon,tuesday,4.41,441,5033939.23
4000,4958462.2,4949250.89,309,664,6889.05,summer,thursday,4.96,275,4678765.23
8225,3097528.51,3162542.3,344,270,8418.45,festival,sunday,4.6,308,3305680.12
1385,5630297.36,5142120.59,335,52,7610.05,winter,monday,4.42,334,5328750.48
2808,6724730.89,6119277.86,50,422,9124.53,winter,tuesday,4.62,107,5712053.3
2786,354529.2,351942.84,300,395,5404.92,festival,tuesday,2.75,88,768147.71
9718,4706788.83,4237947.21,65,629,9888.11,festival,sunday,3.95,502,3996239.67
8015,661641.35,601674.88,128,877,2794.84,summer,sunday,3.27,418,580627.81
9627,1937277.65,1807533.39,478,884,6722.08,festival,thursday,3.71,608,2234593.92
7493,5644641.55,6107469.16,410,717,7612.58,winter,friday,4.68,635,5544482.3
5570,8673932.15,9135877.2,291,966,10604.18,monsoon,saturday,3.3,697,7883188.54
2865,8838604.28,8750971.29,328,471,10773.19,winter,friday,2.73,607,8053421.59
6314,783145.14,779888.14,211,113,3160.39,winter,monday,2.65,66,1047702.12
4555,4243331.41,4401204.17,43,819,8767.16,festival,monday,3.28,8,3670100.93
4516,5867594.25,5837536.37,136,710,7401.39,monsoon,tuesday,3.13,516,5143058.6
6878,1547462.75,1412500.82,464,685,6359.41,festival,monday,2.54,501,1911545.91
3611,7675433.27,8041906.62,169,166,9564.27,summer,monday,3.36,577,7048424.33
5949,7465371.41,6805059.05,269,222,9184.13,winter,wednesday,3.96,162,6701333.94
1458,9042109.45,9016959.97,262,426,11157.06,monsoon,tuesday,3.63,72,8183404.09
2977,174096.38,186690.77,19,955,2000.0,summer,saturday,2.57,391,50000.0
2566,2237340.86,2066130.45,496,228,4202.13,summer,sunday,2.9,511,2647008.56
6918,8287420.34,8629902.81,117,672,12926.86,festival,friday,3.45,172,7383854.93
2819,6735448.3,6124311.34,344,453,8985.96,monsoon,friday,4.54,641,6147479.37
8203,8953403.45,9836315.79,449,800,10648.48,summer,wednesday,3.83,524,8545093.83
8224,656650.38,680563.8,44,869,3023.94,monsoon,friday,3.92,273,494385.95
6132,6005912.9,6569255.06,42,186,8159.48,summer,thursday,3.69,222,5477420.81
5378,5729251.56,5922011.04,34,754,7589.37,monsoon,saturday,4.7,313,4960332.22
1328,443533.47,420672.26,184,277,2621.03,winter,monday,4.44,323,691160.54
9562,5179003.78,5620632.47,20,849,6706.99,winter,saturday,4.37,614,4497946.67
3141,6130346.29,6285652.71,43,138,8408.48,winter,friday,4.93,574,5505213.47
1375,1985715.36,2015873.23,173,945,4004.74,monsoon,friday,2.55,334,1783976.52
8965,2798696.17,2759017.32,410,397,4783.03,summer,tuesday,3.93,75,3013233.54
7848,6435842.2,6158578.28,21,601,8166.86,monsoon,thursday,2.99,180,5420789.59
8724,4730862.39,4759313.39,217,457,6191.97,summer,saturday,4.98,103,4410647.88
1727,8592915.35,8362724.4,106,613,10801.62,monsoon,thursday,3.18,20,7435645.06
9488,3483003.3,3729616.93,128,991,8304.73,festival,sunday,2.79,525,3109607.84
5388,2732597.21,2475076.45,291,907,4189.17,winter,sunday,2.59,170,2524488.95
8306,9850021.47,9909301.82,467,735,11780.86,monsoon,friday,4.12,273,9129415.25
1123,9119355.48,9733206.45,278,806,14385.46,festival,friday,2.56,95,8377789.35
7825,377318.1,341669.57,219,739,2132.63,monsoon,sunday,2.59,405,500615.28
8847,7727920.58,7391451.05,222,352,9748.07,monsoon,sunday,3.18,532,6905012.68
8306,1183417.61,1077270.39,120,332,3431.07,monsoon,friday,4.3,103,1191926.85
5318,362378.28,369263.74,499,627,2582.97,winter,friday,4.11,454,991431.73
6000,2802322.56,2699609.63,352,299,4557.48,summer,saturday,3.34,673,2924622.5
2182,2759217.66,3012916.71,224,180,4412.36,winter,tuesday,3.15,667,2832630.13
6715,8209448.93,8400390.21,173,286,10285.86,monsoon,wednesday,4.7,117,7457301.87
3573,7132712.41,7220875.6,206,718,9202.46,monsoon,saturday,3.58,192,6392491.41
1178,9817749.42,10637020.51,368,848,11824.94,summer,thursday,2.91,454,9124042.43
1615,7141092.84,6746298.1,182,630,8967.05,summer,monday,3.31,434,6236196.24
3849,4234912.53,4287630.63,344,889,9618.79,festival,saturday,3.36,11,4076272.93
7704,7016373.12,7076408.91,481,23,8684.4,summer,sunday,3.81,540,6902993.89
7000,9994639.36,9159315.86,277,620,15000.0,festival,saturday,4.08,676,8780946.41
2634,7127506.06,7743407.81,92,525,9374.66,winter,thursday,3.76,173,6439470.58
5897,7638262.24,7944151.32,234,333,9568.45,monsoon,thursday,2.87,671,7036316.38
9504,9389197.3,10117997.78,354,472,14395.59,festival,friday,4.26,116,8889991.7
3661,1216284.0,1333664.5,123,511,3200.52,monsoon,thursday,2.67,430,1201663.35
5388,7074412.35,7045625.1,431,163,12043.2,festival,saturday,3.9,214,6860862.32
3600,8521487.04,9039013.72,470,425,10185.5,winter,tuesday,3.52,158,8199204.49
2142,9547891.93,9695998.32,225,521,11560.99,summer,saturday,2.98,368,8574354.91
7044,2180705.66,2388798.65,240,910,6773.63,festival,sunday,4.32,597,2191032.16
5015,5083936.47,4826916.62,76,646,6842.4,winter,monday,3.42,38,4335476.04
7526,6834298.54,6169754.82,85,528,8504.52,summer,friday,3.72,680,5780858.44
6169,2542405.2,2382715.49,494,846,4770.49,summer,monday,4.25,215,2756894.86
9945,6040686.07,5591281.72,75,451,8169.11,winter,tuesday,4.58,369,5191098.5
8034,2642605.73,2609283.69,157,47,4730.55,monsoon,friday,2.92,689,2586976.51
4163,3394559.07,3107657.86,49,164,4976.25,summer,wednesday,3.48,337,2967848.6
4481,4465450.28,4215561.66,43,137,9387.05,festival,wednesday,2.7,20,3938871.9
9831,5334273.88,4903548.21,159,978,7118.35,monsoon,friday,2.66,693,4509990.35
7666,4543215.79,4531178.79,152,561,6816.74,monsoon,monday,3.84,148,4096873.42
2891,4977567.6,4745391.02,106,551,6736.83,monsoon,saturday,3.98,112,4335631.94
5524,3049014.57,3031334.74,203,978,5417.45,winter,friday,2.91,576,2736920.19
1236,1665344.08,1528415.53,172,585,3872.5,summer,tuesday,2.88,149,1572651.4
6560,559238.28,561125.22,107,711,2363.91,monsoon,monday,4.14,425,541377.27
7193,2032149.14,1881798.23,100,31,4392.29,winter,thursday,4.59,433,1980605.85
2047,5857061.49,5387731.0,168,981,7892.97,summer,friday,4.97,430,5013197.67
1328,7880404.09,7580979.55,342,806,12405.89,festival,wednesday,3.21,397,7130004.46
9794,1767243.69,1899581.07,190,456,6497.4,festival,saturday,4.78,505,1883119.35
9698,1165783.6,1233054.3,487,893,5940.55,festival,wednesday,4.33,279,1649405.52
2084,7515467.47,8205612.55,227,119,9880.35,monsoon,wednesday,2.57,188,7099596.12
1097,3114119.06,3089327.72,353,966,4699.97,monsoon,thursday,3.23,58,3014363.35
8184,9519359.44,9162271.94,194,803,11018.38,summer,thursday,3.61,373,8271904.97
6422,7168891.09,7844066.9,74,716,12418.78,festival,wednesday,3.35,579,6445591.87
3047,3328152.43,3249453.66,252,148,4934.72,winter,monday,4.76,481,3308140.73
9734,2959368.63,2668819.83,431,727,5309.53,summer,sunday,4.81,216,3032541.65
3141,5279851.01,5617876.17,175,461,10724.67,festival,sunday,3.36,102,4941550.96
8355,874323.66,816480.25,368,664,3086.32,summer,wednesday,3.5,338,1194916.89
8292,1256174.24,1310921.44,223,619,3043.06,summer,tuesday,4.44,694,1367418.16
5284,1832751.6,1655019.37,147,140,6646.57,festival,thursday,2.9,505,1840717.74
7090,7767510.81,7163183.19,55,192,10018.73,summer,saturday,2.81,662,6652466.85
7451,5182326.43,5165290.62,292,937,7580.14,winter,sunday,4.36,625,4757668.82
6179,194720.19,177892.39,134,693,2340.46,summer,wednesday,3.82,685,265070.72
7057,6764548.79,7290331.32,51,720,11629.07,festival,friday,2.96,442,6001737.28
8778,4288769.67,4503095.84,11,834,8876.11,festival,friday,4.65,36,3702193.72
4989,5152546.94,4975490.29,195,25,6677.51,monsoon,thursday,3.54,589,4782510.55
7171,2211891.97,2255032.89,284,333,7255.19,festival,sunday,4.04,466,2408778.3
8245,5558161.88,5797748.38,379,899,10260.35,festival,sunday,4.96,118,5348218.8
5961,9793408.61,10293654.33,455,907,15000.0,festival,wednesday,4.87,384,9207271.03
6344,817836.89,800772.88,253,73,2582.84,summer,thursday,2.77,592,1141784.75
9658,2903621.43,3135214.4,148,998,5315.51,summer,friday,4.37,290,2627288.76
6193,2498106.15,2718831.18,407,488,7538.67,festival,wednesday,4.42,9,2855187.79
4869,2553123.67,2397748.35,322,266,4838.43,monsoon,wednesday,4.58,428,2690918.97
6175,3842980.0,4159056.5,298,515,5828.33,winter,sunday,4.78,106,3836880.9
4817,8197467.97,8546156.31,53,372,9885.33,winter,wednesday,4.47,112,7278034.23
6036,9136429.62,9845668.84,242,894,10889.62,summer,thursday,3.76,106,8312081.24
3251,2093951.52,2062439.34,27,892,4304.77,monsoon,wednesday,3.71,242,1682076.69
6643,5470633.89,5647004.44,294,179,7784.27,summer,thursday,4.42,495,5295414.02
5307,6401668.81,6062866.61,378,206,8479.35,summer,wednesday,3.9,247,6050168.08
3250,5261310.27,5525535.12,39,491,10270.44,festival,saturday,2.6,252,4668637.78
6363,4391697.07,4463486.83,12,835,5932.35,monsoon,sunday,2.94,149,3669764.69
4490,1992477.26,1984883.97,41,184,3655.12,monsoon,wednesday,2.81,622,1808654.48
4556,4928253.85,5118170.63,408,687,6974.07,winter,saturday,2.78,78,4812101.86
3814,4066038.94,4108606.52,186,762,5623.16,summer,thursday,3.52,650,3674050.77
4241,7974032.92,8397222.62,224,400,9823.17,winter,thursday,2.82,343,7324632.44
6864,7657319.2,8206251.08,325,34,9336.08,summer,thursday,3.6,261,7362742.08
8530,1417926.93,1503174.48,107,348,3408.02,monsoon,friday,4.8,658,1434032.46
8780,967223.81,929986.98,439,677,5932.84,festival,wednesday,3.52,180,1425761.79
4910,9089805.58,9955371.8,498,624,10605.49,monsoon,friday,3.75,620,8779886.96
6146,5396888.13,5558515.5,345,706,10200.87,festival,friday,2.71,691,5148756.17
7226,8590807.29,8287494.19,187,651,10640.74,winter,tuesday,4.76,553,7551203.37
6024,666277.6,605323.98,497,954,2379.45,winter,tuesday,4.51,138,1133241.62
2559,5307769.76,5825910.43,399,933,7207.61,monsoon,thursday,3.63,18,5166360.65
6532,5435716.76,5543362.86,89,394,7848.3,winter,saturday,3.81,312,4861877.58
2187,8619557.14,8149860.68,367,739,10222.3,monsoon,friday,4.83,204,7764449.13
6542,1057315.08,1055438.09,157,557,3010.75,monsoon,monday,3.56,220,1082915.97
2058,2472815.54,2422142.84,58,321,4468.08,winter,thursday,2.8,377,2200412.6
4988,4118794.69,4490610.84,293,558,5658.07,summer,thursday,3.98,658,4049091.38
2600,8670489.02,8657762.38,163,417,10387.98,monsoon,tuesday,3.33,459,7707917.38
1742,9394333.65,9365526.24,449,570,11697.69,monsoon,friday,3.35,587,8721506.73
3194,9927900.98,10512852.33,265,580,11772.33,summer,sunday,4.78,33,9109886.19
5229,9595607.45,9386253.49,368,221,11216.3,monsoon,tuesday,4.17,415,8830804.64
6794,148882.8,139846.16,185,786,2255.04,summer,friday,4.29,314,285164.99
3965,562789.66,593000.06,143,876,5211.62,festival,monday,4.29,379,603108.63
8815,1552783.58,1680145.57,62,19,3858.85,monsoon,tuesday,4.07,649,1584657.39
4747,3547223.38,3224941.29,452,769,5432.37,winter,thursday,4.9,493,3545240.8
5743,8314487.69,8912964.62,123,827,10628.47,winter,monday,3.1,654,7404684.67
4834,8936222.9,8825169.23,265,286,10515.56,winter,wednesday,3.65,122,8104906.76
2362,1941528.97,1859648.28,345,561,3434.39,summer,saturday,4.19,177,2110251.27
5010,6230871.74,5656610.1,42,293,11116.05,festival,tuesday,2.87,657,5323203.24
8094,9181057.27,8640334.81,21,753,10742.13,summer,wednesday,3.12,586,7670813.89
5559,4685581.5,4528961.07,471,912,6195.1,summer,thursday,3.27,159,4526984.65
6820,1116116.8,1020283.49,304,351,2905.34,winter,tuesday,3.44,432,1383029.39
4312,4626933.27,4338943.75,253,536,9295.26,festival,thursday,3.35,365,4271625.32
1616,3814127.48,3994795.41,139,960,5343.28,monsoon,friday,2.64,18,3349657.94
5283,5814590.74,6031894.57,342,399,7721.7,summer,thursday,3.43,521,5585318.78
7083,4437107.56,4676568.42,181,467,6138.36,monsoon,saturday,2.96,358,4126055.08
2496,261898.14,244364.47,284,2,2164.69,winter,friday,2.73,370,729823.67
8244,9940517.54,9032014.21,107,112,11461.67,winter,saturday,3.15,85,8538713.96
8957,5476483.76,5442080.35,402,76,7391.41,monsoon,monday,3.08,173,5397361.32
6765,4783680.79,4633267.26,424,302,6347.58,monsoon,monday,2.85,336,4718618.31
3173,9550258.15,10078832.62,344,435,11732.59,monsoon,thursday,2.83,377,8894380.62
4601,1634576.24,1647269.3,141,917,3864.2,summer,monday,4.3,174,1473560.72
8130,1965344.64,2134828.22,248,923,4242.48,winter,saturday,4.99,130,1979925.22
1000,8097426.16,7386806.39,72,760,9719.11,summer,thursday,2.6,120,6747412.96
3909,2674836.0,2601907.33,183,286,4309.55,summer,tuesday,3.76,80,2580275.25
4867,8010340.62,7858529.61,169,134,10102.9,summer,tuesday,2.91,33,7186289.72
3603,2780896.82,2572824.24,346,673,4440.18,summer,monday,2.82,70,2741443.22
2627,418889.42,425844.31,398,872,2701.95,monsoon,saturday,2.88,516,791671.72
6957,5213615.91,4734174.34,432,29,7395.53,summer,sunday,4.17,343,5121374.0
3110,2039162.56,2125918.78,362,664,4014.57,monsoon,sunday,2.79,88,2219133.59
6055,7600256.76,6897146.61,229,578,12856.7,festival,friday,3.94,600,6691035.7
1596,6444288.37,6925640.7,278,994,8524.42,monsoon,friday,3.07,552,5930117.11
5459,9242902.44,8438819.79,461,449,14447.46,festival,monday,4.89,566,8486554.18
3974,7849414.62,7780888.31,421,858,9374.34,summer,sunday,3.75,468,7241159.63
1936,1881489.71,1751811.94,406,962,3476.78,winter,wednesday,4.54,471,2023714.62
5289,8019568.13,7431127.9,485,603,10049.08,winter,saturday,4.86,697,7434637.04
4907,6449614.11,6734965.28,260,181,8753.42,monsoon,sunday,3.3,549,6100778.64
2203,6719310.77,7087866.37,136,74,8499.14,winter,saturday,2.53,537,6181867.93
5466,8337725.2,8736600.45,374,56,9832.42,winter,thursday,4.95,160,7997415.3
7778,5776596.53,5665676.46,322,196,7785.79,winter,wednesday,2.94,295,5476617.88
1663,4708094.83,5170228.27,492,784,9173.66,festival,thursday,3.58,698,4852525.54
6031,6399112.66,6194301.27,369,26,8287.67,winter,friday,3.58,511,6119417.39
6898,3042758.12,2887747.58,289,584,5261.07,monsoon,thursday,2.85,23,2934057.29
1676,1899537.57,2088163.71,18,952,4034.74,monsoon,sunday,3.69,85,1546915.88
2640,6200385.48,6792245.51,16,608,7838.05,winter,wednesday,4.39,554,5494856.42
5279,2407437.34,2451655.21,110,66,3988.05,summer,monday,3.51,372,2334807.85
8127,881958.73,830635.64,387,539,2771.68,monsoon,tuesday,2.79,72,1250443.19
4818,95491.97,90497.72,365,147,2342.67,monsoon,thursday,3.94,125,697009.95
2133,6118445.27,6144002.56,287,999,7914.33,summer,wednesday,4.86,375,5555060.62
6015,3678894.44,3882045.35,140,30,5171.02,winter,friday,2.7,576,3520570.85
9372,7545401.72,6907746.07,81,430,9591.19,summer,monday,3.17,329,6422062.62
6460,3807998.11,3950927.82,13,620,6012.59,summer,tuesday,4.84,122,3300166.16
1257,4906294.17,4516843.18,179,732,6576.55,summer,wednesday,4.01,468,4281263.0
4499,4124212.08,4408049.22,139,290,6544.53,monsoon,monday,3.75,443,3885399.36
2285,6537196.18,6579188.8,446,667,8301.78,winter,saturday,3.29,86,6228441.24
4380,3619339.1,3973812.89,311,581,6052.23,summer,sunday,3.95,353,3644763.82
6110,9640937.41,10128734.58,113,694,11262.0,winter,thursday,3.71,265,8545565.95
8583,9367216.64,9362024.69,15,241,11763.31,monsoon,thursday,3.95,341,8166226.21
1442,8493956.52,7884391.38,66,46,10791.58,summer,tuesday,3.03,632,7344667.2
7090,9210175.68,9288269.96,95,436,14463.6,festival,wednesday,3.78,165,8156331.61
3401,4540974.31,4190815.0,140,155,6430.15,summer,sunday,2.72,497,4069132.62
4914,5406025.23,5844088.86,26,675,7337.74,monsoon,saturday,3.59,332,4744906.63
5547,7444137.59,7042255.03,339,483,9537.77,winter,tuesday,2.9,671,6771618.73
2721,6988806.12,7499501.5,97,688,9226.86,winter,tuesday,3.03,434,6231796.72
6886,8916624.88,8566919.41,248,431,14208.02,festival,friday,3.86,676,8007239.81
6717,7188840.48,6788995.11,325,180,8978.72,monsoon,wednesday,4.63,119,6651341.6
6798,9979037.46,9588330.48,369,234,15000.0,festival,wednesday,3.69,270,9147069.75
5793,3543692.48,3690794.1,48,486,5786.27,summer,friday,4.29,471,3155063.14
8415,8345007.63,8387092.45,165,970,9991.12,winter,monday,3.47,205,7281648.73
9072,7003561.09,6453743.01,240,279,12375.79,festival,monday,2.5,92,6300018.35
8024,6941639.67,6437758.57,392,42,12239.26,festival,wednesday,4.5,121,6598218.29
6984,3319030.74,3238397.99,310,759,5535.33,winter,wednesday,4.74,656,3212116.25
9004,7875313.76,7621009.67,103,102,9981.0,monsoon,thursday,3.28,157,6956940.47
6578,9012726.38,9646745.38,101,792,10585.58,monsoon,tuesday,4.97,92,8023106.82
1290,2255815.25,2288413.22,397,371,4139.06,summer,monday,2.67,439,2526908.25
4784,6288673.66,5894644.22,475,819,8187.51,summer,sunday,2.97,672,5876176.43
1102,3976056.16,3600989.22,304,246,6000.22,monsoon,monday,4.22,550,3823730.95
3115,9896421.86,9109385.37,396,545,12350.59,summer,saturday,4.19,31,8875406.48
6690,4835233.2,5029040.65,390,232,6307.55,summer,wednesday,4.84,312,4874903.7
6563,2352652.92,2515972.8,247,260,4726.4,winter,saturday,4.53,160,2502746.95
8390,3874209.07,4093131.33,330,484,6096.1,winter,wednesday,2.98,80,3859595.89
8978,6569538.44,6950408.06,106,300,8653.64,winter,friday,3.12,149,5959573.16
1099,844045.67,803693.69,25,661,2748.23,monsoon,monday,2.76,351,640956.68
8696,6071695.03,6665611.28,55,227,8288.4,monsoon,friday,3.2,91,5541841.65
5551,9318437.36,8547632.13,231,0,13859.67,festival,tuesday,3.78,198,8319425.24
3366,8517095.23,9064055.14,259,911,10085.22,summer,monday,3.11,400,7732297.22
3266,760644.75,699308.99,433,548,5783.15,festival,sunday,4.26,618,1285194.56
7702,9934493.7,9472601.94,192,294,11903.96,monsoon,monday,4.78,347,8779711.52
7905,7014383.81,7007950.26,490,477,11880.81,festival,wednesday,2.99,161,6790208.32
8796,1698202.97,1546499.36,173,115,3854.34,winter,saturday,4.93,34,1779376.54
3429,213043.44,208534.22,453,458,2413.89,monsoon,sunday,4.85,338,855042.51
9491,1787410.93,1733829.49,104,75,3429.33,summer,friday,3.33,28,1754764.81
2489,8396323.37,8643464.25,45,478,10525.29,winter,friday,3.86,17,7370196.48
6010,304445.71,317720.36,173,530,2483.08,monsoon,friday,4.31,305,486707.45
6998,2400489.78,2203887.41,184,343,3983.48,winter,friday,4.6,523,2306287.8
4841,7594898.45,6893233.85,313,408,9256.42,summer,monday,3.05,512,6792110.6
1107,5898355.41,6223816.42,403,431,8354.11,winter,wednesday,4.11,539,5793952.05
8706,7846910.89,7890840.07,287,975,9715.88,monsoon,tuesday,4.44,338,7055591.21
2880,7484351.49,7536198.22,37,97,9481.29,summer,monday,3.39,693,6613672.14
7257,591459.75,648324.66,173,687,2662.0,monsoon,sunday,4.59,231,704930.26
6184,8934788.16,8823534.92,297,209,10891.86,monsoon,friday,4.11,398,8189571.86
